Transition_Name,Lipid_Name,For_Rgoslin,Precursor_Ion,Product_Ion,Retention_Time_[min],Delta_Retention_Time_[min],Collision_Energy,Cell_Accelerator_Voltage,Polarity,isISTD
AcylCarnitine 10:0,CAR 10:0,CAR 10:0,316.2,85.1,1,1,30,5,Positive,FALSE
AcylCarnitine 10:1,CAR 10:1,CAR 10:1,314.2,85.1,0.95,1,30,5,Positive,FALSE
AcylCarnitine 12:0,CAR 12:0,CAR 12:0,344.3,85.1,1.3,1,30,5,Positive,FALSE
AcylCarnitine 12:1,CAR 12:1,CAR 12:1,342.3,85.1,1.1,1,30,5,Positive,FALSE
AcylCarnitine 13:0,CAR 13:0,CAR 13:0,358.3,85.1,1.5,1,30,5,Positive,FALSE
AcylCarnitine 14:0,CAR 14:0,CAR 14:0,372.3,85.1,1.8,1,30,5,Positive,FALSE
AcylCarnitine 14:1,CAR 14:1,CAR 14:1,370.3,85.1,1.5,1,30,5,Positive,FALSE
AcylCarnitine 14:2,CAR 14:2,CAR 14:2,368.3,85.1,1.2,1,30,5,Positive,FALSE
AcylCarnitine 15:0,CAR 15:0,CAR 15:0,386.3,85.1,2.2,1,30,5,Positive,FALSE
AcylCarnitine 16:0,CAR 16:0,CAR 16:0,400.4,85.1,2.5,1,30,5,Positive,FALSE
AcylCarnitine 16:0 d3 (ISTD),[D3]CAR 16:0 (ISTD),CAR 16:0,403.4,85.1,2.5,1,30,5,Positive,TRUE
AcylCarnitine 16:1,CAR 16:1,CAR 16:1,398.3,85.1,2,1,30,5,Positive,FALSE
AcylCarnitine 17:0,CAR 17:0,CAR 17:0,414.4,85.1,2.8,1,30,5,Positive,FALSE
AcylCarnitine 18:0,CAR 18:0,CAR 18:0,428.4,85.1,3.2,1,30,5,Positive,FALSE
AcylCarnitine 18:1,CAR 18:1,CAR 18:1,426.4,85.1,2.6,1,30,5,Positive,FALSE
AcylCarnitine 18:2,CAR 18:2,CAR 18:2,424.3,85.1,2.2,1,30,5,Positive,FALSE
AcylCarnitine 20:4,CAR 20:4,CAR 20:4,448.3,85.1,2.2,1,30,5,Positive,FALSE
AcylCarnitine 22:6,CAR 22:6,CAR 22:6,472.3,85.1,2.2,1,30,5,Positive,FALSE
CE 14:0,SE 27:1/14:0,SE 27:1/14:0,614.6,369.3,11.4,1,10,5,Positive,FALSE
CE 15:0,SE 27:1/15:0,SE 27:1/15:0,628.6,369.3,11.7,1,10,5,Positive,FALSE
CE 16:0,SE 27:1/16:0,SE 27:1/16:0,642.6,369.3,11.7,1,10,5,Positive,FALSE
CE 16:1,SE 27:1/16:1,SE 27:1/16:1,640.6,369.3,11.5,1,10,5,Positive,FALSE
CE 16:2,SE 27:1/16:2,SE 27:1/16:2,638.6,369.3,11.2,1,10,5,Positive,FALSE
CE 17:0,SE 27:1/17:0,SE 27:1/17:0,656.6,369.3,11.8,1,10,5,Positive,FALSE
CE 17:1,SE 27:1/17:1,SE 27:1/17:1,654.6,369.3,11.6,1,10,5,Positive,FALSE
CE 18:0,SE 27:1/18:0,SE 27:1/18:0,670.7,369.3,11.7,1,10,5,Positive,FALSE
CE 18:0 d6 (ISTD),[D6]SE 27:1/18:0 (ISTD),SE 27:1/18:0,676.7,375.3,11.8,1,10,5,Positive,TRUE
CE 18:1,SE 27:1/18:1,SE 27:1/18:1,668.6,369.3,11.7,1,10,5,Positive,FALSE
CE 18:2,SE 27:1/18:2,SE 27:1/18:2,666.6,369.3,11.5,1,10,5,Positive,FALSE
CE 18:3,SE 27:1/18:3,SE 27:1/18:3,664.6,369.3,11.3,1,10,5,Positive,FALSE
CE 20:0,SE 27:1/20:0,SE 27:1/20:0,698.7,369.3,12.3,1,10,5,Positive,FALSE
CE 20:1,SE 27:1/20:1,SE 27:1/20:1,696.7,369.3,12,1,10,5,Positive,FALSE
CE 20:2,SE 27:1/20:2,SE 27:1/20:2,694.7,369.3,11.8,1,10,5,Positive,FALSE
CE 20:3,SE 27:1/20:3,SE 27:1/20:3,692.6,369.3,11.5,1,10,5,Positive,FALSE
CE 20:4,SE 27:1/20:4,SE 27:1/20:4,690.6,369.3,11.4,1,10,5,Positive,FALSE
CE 20:5,SE 27:1/20:5,SE 27:1/20:5,688.6,369.3,11.2,1,10,5,Positive,FALSE
CE 22:0,SE 27:1/22:0,SE 27:1/22:0,726.7,369.3,12.6,1,10,5,Positive,FALSE
CE 22:1,SE 27:1/22:1,SE 27:1/22:1,724.7,369.3,12.1,1,10,5,Positive,FALSE
CE 22:4,SE 27:1/22:4,SE 27:1/22:4,718.7,369.3,11.6,1,10,5,Positive,FALSE
CE 22:5 (a\b),SE 27:1/22:5,SE 27:1/22:5,716.6,369.3,11.5,1,10,5,Positive,FALSE
CE 22:6,SE 27:1/22:6,SE 27:1/22:6,714.6,369.3,11.3,1,10,5,Positive,FALSE
CE 24:0,SE 27:1/24:0,SE 27:1/24:0,754.7,369.3,12.8,1,10,5,Positive,FALSE
CE 24:1,SE 27:1/24:1,SE 27:1/24:1,752.7,369.3,12.3,1,10,5,Positive,FALSE
CE 24:4,SE 27:1/24:4,SE 27:1/24:4,746.7,369.3,11.7,1,10,5,Positive,FALSE
CE 24:5,SE 27:1/24:5,SE 27:1/24:5,744.7,369.3,11.6,1,10,5,Positive,FALSE
CE 24:6,SE 27:1/24:6,SE 27:1/24:6,742.7,369.3,11.5,1,10,5,Positive,FALSE
Cer(d16:1/16:0),Cer 16:1;O2/16:0,Cer 16:1;O2/16:0,510.5,236.2,6.7,1,25,5,Positive,FALSE
Cer(d16:1/18:0),Cer 16:1;O2/18:0,Cer 16:1;O2/18:0,538.5,236.2,7.9,1,25,5,Positive,FALSE
Cer(d16:1/20:0),Cer 16:1;O2/20:0,Cer 16:1;O2/20:0,566.6,236.2,9.2,1,25,5,Positive,FALSE
Cer(d16:1/22:0),Cer 16:1;O2/22:0,Cer 16:1;O2/22:0,594.6,236.2,10.1,1,25,5,Positive,FALSE
Cer(d16:1/23:0),Cer 16:1;O2/23:0,Cer 16:1;O2/23:0,608.6,236.2,10.2,1,25,5,Positive,FALSE
Cer(d16:1/24:0),Cer 16:1;O2/24:0,Cer 16:1;O2/24:0,622.6,236.2,10.3,1,25,5,Positive,FALSE
Cer(d16:1/24:1),Cer 16:1;O2/24:1,Cer 16:1;O2/24:1,620.6,236.2,10.1,1,25,5,Positive,FALSE
Cer(d17:1/16:0),Cer 17:1;O2/16:0,Cer 17:1;O2/16:0,524.5,250.3,7.2,1,25,5,Positive,FALSE
Cer(d17:1/18:0),Cer 17:1;O2/18:0,Cer 17:1;O2/18:0,552.5,250.3,8.6,1,25,5,Positive,FALSE
Cer(d17:1/20:0),Cer 17:1;O2/20:0,Cer 17:1;O2/20:0,580.6,250.3,9.8,1,25,5,Positive,FALSE
Cer(d17:1/22:0),Cer 17:1;O2/22:0,Cer 17:1;O2/22:0,608.6,250.3,10.2,1,25,5,Positive,FALSE
Cer(d17:1/23:0),Cer 17:1;O2/23:0,Cer 17:1;O2/23:0,622.6,250.3,10.3,1,25,5,Positive,FALSE
Cer(d17:1/24:0),Cer 17:1;O2/24:0,Cer 17:1;O2/24:0,636.6,250.3,10.3,1,25,5,Positive,FALSE
Cer(d17:1/24:1),Cer 17:1;O2/24:1,Cer 17:1;O2/24:1,634.6,250.3,10.2,1,25,5,Positive,FALSE
Cer(d18:0/08:0) (ISTD),Cer 18:0;O2/8:0 (ISTD),Cer 18:0;O2/8:0,428.4,284.3,4.6,1,27,4,Positive,TRUE
Cer(d18:0/16:0),Cer 18:0;O2/16:0,Cer 18:0;O2/16:0,540.5,284.3,5.9,1,27,4,Positive,FALSE
Cer(d18:0/18:0),Cer 18:0;O2/18:0,Cer 18:0;O2/18:0,568.6,284.3,7.1,1,27,4,Positive,FALSE
Cer(d18:0/20:0),Cer 18:0;O2/20:0,Cer 18:0;O2/20:0,596.6,284.3,10.1,1,27,4,Positive,FALSE
Cer(d18:0/22:0),Cer 18:0;O2/22:0,Cer 18:0;O2/22:0,624.6,284.3,10.3,1,27,4,Positive,FALSE
Cer(d18:0/23:0),Cer 18:0;O2/23:0,Cer 18:0;O2/23:0,638.6,284.3,10.4,1,27,4,Positive,FALSE
Cer(d18:0/24:0),Cer 18:0;O2/24:0,Cer 18:0;O2/24:0,652.7,284.3,10.5,1,27,4,Positive,FALSE
Cer(d18:0/24:1),Cer 18:0;O2/24:1,Cer 18:0;O2/24:1,650.6,284.3,10.3,1,27,4,Positive,FALSE
Cer(d18:1/12:0) (ISTD),Cer 18:1;O2/12:0 (ISTD),Cer 18:1;O2/12:0,482.5,264.3,5.7,1.3,25,5,Positive,TRUE
Cer(d18:1/14:0),Cer 18:1;O2/14:0,Cer 18:1;O2/14:0,510.5,264.3,6.7,1,25,5,Positive,FALSE
Cer(d18:1/16:0),Cer 18:1;O2/16:0,Cer 18:1;O2/16:0,538.5,264.3,7.8,1,25,5,Positive,FALSE
Cer(d18:1/18:0),Cer 18:1;O2/18:0,Cer 18:1;O2/18:0,566.6,264.3,9.1,1,25,5,Positive,FALSE
Cer(d18:1/19:0),Cer 18:1;O2/19:0,Cer 18:1;O2/19:0,580.6,264.3,9.6,1,25,5,Positive,FALSE
Cer(d18:1/20:0),Cer 18:1;O2/20:0,Cer 18:1;O2/20:0,594.6,264.3,10,1,25,5,Positive,FALSE
Cer(d18:1/21:0),Cer 18:1;O2/21:0,Cer 18:1;O2/21:0,608.6,264.3,10.1,1,25,5,Positive,FALSE
Cer(d18:1/22:0),Cer 18:1;O2/22:0,Cer 18:1;O2/22:0,622.6,264.3,10.2,1,25,5,Positive,FALSE
Cer(d18:1/23:0),Cer 18:1;O2/23:0,Cer 18:1;O2/23:0,636.6,264.3,10.3,1,25,5,Positive,FALSE
Cer(d18:1/24:0),Cer 18:1;O2/24:0,Cer 18:1;O2/24:0,650.6,264.3,10.4,1,25,5,Positive,FALSE
Cer(d18:1/24:1),Cer 18:1;O2/24:1,Cer 18:1;O2/24:1,648.6,264.3,10.2,1,25,5,Positive,FALSE
Cer(d18:1/25:0) (ISTD),Cer 18:1;O2/25:0 (ISTD),Cer 18:1;O2/25:0,664.7,264.3,10.5,1,25,5,Positive,TRUE
Cer(d18:1/26:0),Cer 18:1;O2/26:0,Cer 18:1;O2/26:0,678.6,264.3,10.6,2,25,5,Positive,FALSE
Cer(d18:2/14:0),Cer 18:2;O2/14:0,Cer 18:2;O2/14:0,508.5,262.3,5.8,1,25,5,Positive,FALSE
Cer(d18:2/16:0),Cer 18:2;O2/16:0,Cer 18:2;O2/16:0,536.5,262.3,6.9,1,25,5,Positive,FALSE
Cer(d18:2/17:0),Cer 18:2;O2/17:0,Cer 18:2;O2/17:0,550.5,262.3,7.6,1,25,5,Positive,FALSE
Cer(d18:2/18:0),Cer 18:2;O2/18:0,Cer 18:2;O2/18:0,564.6,262.3,8.1,1,25,5,Positive,FALSE
Cer(d18:2/20:0),Cer 18:2;O2/20:0,Cer 18:2;O2/20:0,592.6,262.3,9.4,1,25,5,Positive,FALSE
Cer(d18:2/21:0),Cer 18:2;O2/21:0,Cer 18:2;O2/21:0,606.6,262.3,9.8,1,25,5,Positive,FALSE
Cer(d18:2/22:0),Cer 18:2;O2/22:0,Cer 18:2;O2/22:0,620.6,262.3,10.1,1,25,5,Positive,FALSE
Cer(d18:2/23:0),Cer 18:2;O2/23:0,Cer 18:2;O2/23:0,634.6,262.3,10.2,1,25,5,Positive,FALSE
Cer(d18:2/24:0),Cer 18:2;O2/24:0,Cer 18:2;O2/24:0,648.6,262.3,10.3,1,25,5,Positive,FALSE
Cer(d18:2/24:1),Cer 18:2;O2/24:1,Cer 18:2;O2/24:1,646.6,262.3,10.1,1,25,5,Positive,FALSE
Cer(d18:2/26:0),Cer 18:2;O2/26:0,Cer 18:2;O2/26:0,676.6,262.3,10.4,1,25,5,Positive,FALSE
Cer(d19:1/16:0),Cer 19:1;O2/16:0,Cer 19:1;O2/16:0,552.6,278.3,8.2,1,25,5,Positive,FALSE
Cer(d19:1/18:0),Cer 19:1;O2/18:0,Cer 19:1;O2/18:0,580.6,278.3,9.5,1,25,5,Positive,FALSE
Cer(d19:1/20:0),Cer 19:1;O2/20:0,Cer 19:1;O2/20:0,608.6,278.3,10,1,25,5,Positive,FALSE
Cer(d19:1/22:0),Cer 19:1;O2/22:0,Cer 19:1;O2/22:0,636.6,278.3,10.3,1,25,5,Positive,FALSE
Cer(d19:1/23:0),Cer 19:1;O2/23:0,Cer 19:1;O2/23:0,650.6,278.3,10.4,1,25,5,Positive,FALSE
Cer(d19:1/24:0),Cer 19:1;O2/24:0,Cer 19:1;O2/24:0,664.6,278.3,10.6,1,25,5,Positive,FALSE
Cer(d19:1/24:1),Cer 19:1;O2/24:1,Cer 19:1;O2/24:1,662.6,278.3,10.3,1,25,5,Positive,FALSE
Cer(d19:1/26:0),Cer 19:1;O2/26:0,Cer 19:1;O2/26:0,692.6,278.3,10.8,1,25,5,Positive,FALSE
Cer(d20:1/22:0),Cer 20:1;O2/22:0,Cer 20:1;O2/22:0,650.6,292.3,10.4,1,25,5,Positive,FALSE
Cer(d20:1/23:0),Cer 20:1;O2/23:0,Cer 20:1;O2/23:0,664.6,292.3,10.5,1,25,5,Positive,FALSE
Cer(d20:1/24:0),Cer 20:1;O2/24:0,Cer 20:1;O2/24:0,678.6,292.3,10.6,1,25,5,Positive,FALSE
Cer(d20:1/24:1),Cer 20:1;O2/24:1,Cer 20:1;O2/24:1,676.6,292.3,10.4,1,25,5,Positive,FALSE
Cer(d20:1/26:0),Cer 20:1;O2/26:0,Cer 20:1;O2/26:0,706.6,292.3,10.8,1,25,5,Positive,FALSE
Cer(m17:0/16:0),Cer 17:0;O/16:0,Cer 17:0;O/16:0,510.6,254.4,7.2,1,35,5,Positive,FALSE
Cer(m17:0/18:0),Cer 17:0;O/18:0,Cer 17:0;O/18:0,538.6,254.4,8.4,1,35,5,Positive,FALSE
Cer(m17:0/20:0),Cer 17:0;O/20:0,Cer 17:0;O/20:0,566.6,254.4,9.4,1,35,5,Positive,FALSE
Cer(m17:0/22:0),Cer 17:0;O/22:0,Cer 17:0;O/22:0,594.6,254.4,10.1,1,35,5,Positive,FALSE
Cer(m17:0/23:0),Cer 17:0;O/23:0,Cer 17:0;O/23:0,608.6,254.4,10.2,1,35,5,Positive,FALSE
Cer(m17:0/24:0),Cer 17:0;O/24:0,Cer 17:0;O/24:0,622.6,254.4,10.3,1,35,5,Positive,FALSE
Cer(m17:0/24:1),Cer 17:0;O/24:1,Cer 17:0;O/24:1,620.6,254.4,10.1,1,35,5,Positive,FALSE
Cer(m18:0/20:0),Cer 18:0;O/20:0,Cer 18:0;O/20:0,580.6,268.4,10.2,1,35,5,Positive,FALSE
Cer(m18:0/22:0),Cer 18:0;O/22:0,Cer 18:0;O/22:0,608.6,268.4,10.4,1,35,5,Positive,FALSE
Cer(m18:0/23:0),Cer 18:0;O/23:0,Cer 18:0;O/23:0,622.6,268.4,10.5,1,35,5,Positive,FALSE
Cer(m18:0/24:0),Cer 18:0;O/24:0,Cer 18:0;O/24:0,636.6,268.4,10.6,1,35,5,Positive,FALSE
Cer(m18:0/24:1),Cer 18:0;O/24:1,Cer 18:0;O/24:1,634.6,268.4,10.4,1,35,5,Positive,FALSE
Cer(m18:1/12:0) (ISTD),Cer 18:1;O/12:0 (ISTD),Cer 18:1;O/12:0,466.5,266.4,6.5,1.5,35,5,Positive,TRUE
Cer(m18:1/18:0),Cer 18:1;O/18:0,Cer 18:1;O/18:0,550.6,266.4,9.6,1.5,35,5,Positive,FALSE
Cer(m18:1/20:0),Cer 18:1;O/20:0,Cer 18:1;O/20:0,578.6,266.4,10.1,1,35,5,Positive,FALSE
Cer(m18:1/22:0),Cer 18:1;O/22:0,Cer 18:1;O/22:0,606.6,266.4,10.3,1,35,5,Positive,FALSE
Cer(m18:1/23:0),Cer 18:1;O/23:0,Cer 18:1;O/23:0,620.6,266.4,10.3,1,35,5,Positive,FALSE
Cer(m18:1/24:0),Cer 18:1;O/24:0,Cer 18:1;O/24:0,634.6,266.4,10.4,1,35,5,Positive,FALSE
Cer(m18:1/24:1),Cer 18:1;O/24:1,Cer 18:1;O/24:1,632.6,266.4,10.3,1,35,5,Positive,FALSE
Cer(m18:2/16:0),Cer 18:2;O/16:0,Cer 18:2;O/16:0,520.6,264.4,7.8,1,35,5,Positive,FALSE
Cer(m18:2/18:0),Cer 18:2;O/18:0,Cer 18:2;O/18:0,548.6,264.4,9.1,1,35,5,Positive,FALSE
Cer(m18:2/20:0),Cer 18:2;O/20:0,Cer 18:2;O/20:0,576.6,264.4,10,1,35,5,Positive,FALSE
Cer(m18:2/22:0),Cer 18:2;O/22:0,Cer 18:2;O/22:0,604.6,264.4,10.2,1,35,5,Positive,FALSE
Cer(m18:2/23:0),Cer 18:2;O/23:0,Cer 18:2;O/23:0,618.6,264.4,10.3,1,35,5,Positive,FALSE
Cer(m18:2/24:0),Cer 18:2;O/24:0,Cer 18:2;O/24:0,632.6,264.4,10.4,1,35,5,Positive,FALSE
Cer(m18:2/24:1),Cer 18:2;O/24:1,Cer 18:2;O/24:1,630.6,264.4,10.3,1,35,5,Positive,FALSE
Cer1P(d18:1/12:0) (ISTD),CerP 18:1;O2/12:0 (ISTD),CerP 18:1;O2/12:0,562.4,264.3,4.7,1.6,29,4,Positive,TRUE
Cer1P(d18:1/16:0),CerP 18:1;O2/16:0,CerP 18:1;O2/16:0,618.4,264.3,5.7,2,29,4,Positive,FALSE
CL 14:0 (ISTD) Neg,,CL 14:0,1239.8,227.2,10.3,1,50,7,Negative,TRUE
CL 14:0 (ISTD) Pos,CL 14:0 (ISTD),CL 14:0,1241.8,495.5,10.3,1,25,5,Positive,TRUE
COH [161],ST 27:1;O,ST 27:1;O,369.4,161.2,6.5,1,19,5,Positive,FALSE
COH d7 [161] (ISTD),[D7]ST 27:1;O (ISTD),ST 27:1;O,376.4,161.2,6.5,1,19,5,Positive,TRUE
COH d7 [95] (ISTD),,ST 27:1;O,376.4,95.2,6.5,1,38,5,Positive,TRUE
DE(16:0),SE 27:2/16:0,SE 27:2/16:0,640.8,367.4,10.2,1,10,4,Positive,FALSE
DE(18:1),SE 27:2/18:1,SE 27:2/18:1,666.8,367.4,11.5,1,10,4,Positive,FALSE
DE(18:1) ester d6 (ISTD)*,[D6]SE 27:2/18:1 (ISTD),SE 27:2/18:1,672.7,373.4,11.5,1,10,4,Positive,TRUE
DE(18:2),SE 27:2/18:2,SE 27:2/18:2,664.6,367.4,11.3,1,10,4,Positive,FALSE
DE(20:4),SE 27:2/20:4,SE 27:2/20:4,688.6,367.4,11.1,1,10,4,Positive,FALSE
DE(20:5),SE 27:2/20:5,SE 27:2/20:5,686.6,367.4,11,1,10,4,Positive,FALSE
DE(22:6),SE 27:2/22:6,SE 27:2/22:6,712.6,367.4,11.3,1,10,4,Positive,FALSE
Dehydrocholesterol,SE 27:2;O,SE 27:2;O,402.4,367.4,6,1.5,10,4,Positive,FALSE
Dehydrocholesterol-d7 (ISTD)*,[D7]SE 27:2;O (ISTD),SE 27:2;O,367.4,159.2,6,1.5,10,4,Positive,TRUE
Dehydrocholesterol-d7 (ISTD)* [159],,SE 27:2;O,409.4,374.4,6,1.5,10,4,Positive,TRUE
Dehydrocholesterol [159],,SE 27:2;O,374.4,159.2,6,1.5,10,4,Positive,FALSE
DG 30:0 (15:0_15:0) [NL-15:0] (ISTD),DG 15:0_15:0 (ISTD),DG 15:0_15:0,558.5,299.2,8.9,1.4,25,5,Positive,TRUE
DG 30:0 [NL-14:0],DG 14:0_16:0,DG 14:0_16:0,558.5,313.3,8.9,1.4,25,5,Positive,FALSE
DG 32:0 [NL-16:0],DG 16:0_16:0,DG 16:0_16:0,586.5,313.2,10,1.4,25,5,Positive,FALSE
DG 32:1 [NL-16:1],DG 16:1_16:0,DG 16:1_16:0,584.5,313.2,9,1.4,25,5,Positive,FALSE
DG 32:2 [NL-18:2],DG 18:2_14:0,DG 18:2_14:0,582.5,285.2,8.1,1.4,25,5,Positive,FALSE
DG 34:1 [NL-18:1],DG 18:1_16:0,DG 18:1_16:0,612.6,313.3,10,1.4,25,5,Positive,FALSE
DG 34:2 [NL-16:1],DG 16:1_18:1,DG 16:1_18:1,610.5,339.2,9.3,1.4,25,5,Positive,FALSE
DG 34:2 [NL-18:2],DG 18:2_16:0,DG 18:2_16:0,610.5,313.2,9.3,1.4,25,5,Positive,FALSE
DG 36:1 [NL-18:1],DG 18:1_18:0,DG 18:1_18:0,640.6,341.3,10.4,1.4,25,5,Positive,FALSE
DG 36:2 [NL-18:1],DG 18:1_18:1,DG 18:1_18:1,638.6,339.3,10.1,1.4,25,5,Positive,FALSE
DG 36:2 [NL-18:2],DG 18:2_18:0,DG 18:2_18:0,638.6,341.3,10.1,1.4,25,5,Positive,FALSE
DG 36:3 [NL-18:2],DG 18:2_18:1,DG 18:2_18:1,636.6,339.3,9.6,1.4,25,5,Positive,FALSE
DG 36:4 [NL-18:2],DG 18:2_18:2,DG 18:2_18:2,634.5,337.2,8.6,1.4,25,5,Positive,FALSE
DG 36:4 [NL-18:3],DG 18:3_18:1,DG 18:3_18:1,634.5,339.2,8.7,1.4,25,5,Positive,FALSE
DG 36:4 [NL-20:4],DG 20:4_16:0,DG 20:4_16:0,634.5,313.2,9.3,1.4,25,5,Positive,FALSE
DG 38:3 [NL-18:3],DG 18:3_20:0,DG 18:3_20:0,664.6,369.4,10.5,1.4,25,5,Positive,FALSE
DG 38:3 [NL-20:3],DG 20:3_18:0,DG 20:3_18:0,664.6,341.3,10.5,1.4,25,5,Positive,FALSE
DG 38:4 [NL-20:3],DG 20:3_18:1,DG 20:3_18:1,662.6,339.3,10,1.4,25,5,Positive,FALSE
DG 38:4 [NL-20:4],DG 20:4_18:0,DG 20:4_18:0,662.6,341.3,10.1,1.4,25,5,Positive,FALSE
DG 38:5 [NL-20:4],DG 20:4_18:1,DG 20:4_18:1,660.6,339.3,9.5,1.4,25,5,Positive,FALSE
DG 38:5 [NL-22:5],DG 22:5_16:0,DG 22:5_16:0,660.6,313.3,9.8,1.4,25,5,Positive,FALSE
DG 38:6 [NL-20:4],DG 20:4_18:2,DG 20:4_18:2,658.5,337.2,8.5,1.4,25,5,Positive,FALSE
DG 38:6 [NL-20:5],DG 20:5_18:1,DG 20:5_18:1,658.6,339.3,8.8,1,25,5,Positive,FALSE
DG 38:6 [NL-22:6],DG 22:6_16:0,DG 22:6_16:0,658.5,313.2,9,1.4,25,5,Positive,FALSE
DG 40:6 [NL-22:5],DG 22:5_18:1,DG 22:5_18:1,686.6,339.3,9.9,1,25,5,Positive,FALSE
DG 40:6 [NL-22:6],DG 22:6_18:0,DG 22:6_18:0,686.6,341.3,9.4,1,25,5,Positive,FALSE
